CODCIUDAD,CIUDAD,CODMUNICIPIO,MUNICIPIO,CODESTADO,ESTADO
1289,CIUDAD SIN ASIGNAR DE MUNICIPIO PEDRO MARIA UREÑA,268,PEDRO MARIA UREÑA,9,TACHIRA
1290,CIUDAD SIN ASIGNAR DE MUNICIPIO RAFAEL URDANETA,269,RAFAEL URDANETA,9,TACHIRA
1291,CIUDAD SIN ASIGNAR DE MUNICIPIO SAMUEL DARIO MALDO,270,SAMUEL DARIO MALDONADO,9,TACHIRA
1292,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN CRISTOBAL,271,SAN CRISTOBAL,9,TACHIRA
1293,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN JUDAS TADEO,272,SAN JUDAS TADEO,9,TACHIRA
1294,CIUDAD SIN ASIGNAR DE MUNICIPIO SEBORUCO,273,SEBORUCO,9,TACHIRA
1295,CIUDAD SIN ASIGNAR DE MUNICIPIO SIMON,274,SIMON,9,TACHIRA
1296,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,275,SUCRE,9,TACHIRA
1297,CIUDAD SIN ASIGNAR DE MUNICIPIO TORBES,276,TORBES,9,TACHIRA
1298,CIUDAD SIN ASIGNAR DE MUNICIPIO URIBANTE,277,URIBANTE,9,TACHIRA
1377,CIUDAD SIN ASIGNAR DE ESTADO TACHIRA,345,MUNICIPIO SIN ASIGNAR DE TACHIRA,9,TACHIRA
46,BOCONO,279,BOCONO,15,TRUJILLO
47,VALERA,297,VALERA,15,TRUJILLO
77,TRUJILLO,295,TRUJILLO,15,TRUJILLO
233,SANTA ISABEL,278,ANDRES BELLO,15,TRUJILLO
234,SABANA GRANDE,280,BOLIVAR,15,TRUJILLO
235,CHEJENDE,281,CANDELARIA,15,TRUJILLO
236,CARACHE,282,CARACHE,15,TRUJILLO
237,ESCUQUE,283,ECUQHE,15,TRUJILLO
238,EL PARADERO,284,JOSE FELIPE MARQUEZ CAÑIZALES,15,TRUJILLO
239,CAMPO ELIAS,285,JOSE VICENTE CAMPO ELIAS,15,TRUJILLO
240,SANTA APOLONIA,286,LA CEIBA,15,TRUJILLO
241,EL DIVIDIVE,287,MIRANDA,15,TRUJILLO
242,MONTE CARMELO,288,MONTO CARMELO,15,TRUJILLO
243,MOTATAN,289,MOTATAN,15,TRUJILLO
244,PAMPAN,290,PAMPAN,15,TRUJILLO
245,PAMPANITO,291,PAMPANITO,15,TRUJILLO
246,BETIJOQUE,292,RAFAEL RANGEL,15,TRUJILLO
247,CARVAJAL,293,SAN RAFAEL DE CARVAJAL,15,TRUJILLO
248,SABANA DE MENDOZA,294,SUCRE,15,TRUJILLO
249,LA QUEBRADA,296,URDANETA,15,TRUJILLO
879,ARAGUANEY,278,ANDRES BELLO,15,TRUJILLO
880,EL JAGUITO,278,ANDRES BELLO,15,TRUJILLO
881,EL GALLO,278,ANDRES BELLO,15,TRUJILLO
882,EL CARMEN,279,BOCONO,15,TRUJILLO
883,MOSQUEY,279,BOCONO,15,TRUJILLO
884,TATATAL,279,BOCONO,15,TRUJILLO
885,BURBUSAY,279,BOCONO,15,TRUJILLO
886,LAS MESITAS,279,BOCONO,15,TRUJILLO
887,GUARAMACAL,279,BOCONO,15,TRUJILLO
888,VEGA DE GUARAMACAL,279,BOCONO,15,TRUJILLO
889,NIQUITAO,279,BOCONO,15,TRUJILLO
890,SAN RAFAEL,279,BOCONO,15,TRUJILLO
891,SAN MIGUEL,279,BOCONO,15,TRUJILLO
892,TOSTOS,279,BOCONO,15,TRUJILLO
893,ALTAMIRA DE CAUS,280,BOLIVAR,15,TRUJILLO
894,GRANADOS,280,BOLIVAR,15,TRUJILLO
895,MINAS,281,CANDELARIA,15,TRUJILLO
896,BOLIVIA,281,CANDELARIA,15,TRUJILLO
897,TOROCOCO,281,CANDELARIA,15,TRUJILLO
898,MITON,281,CANDELARIA,15,TRUJILLO
899,SABANA GRANDE,281,CANDELARIA,15,TRUJILLO
900,LAS LLANADAS,281,CANDELARIA,15,TRUJILLO
901,CUICAS,282,CARACHE,15,TRUJILLO
902,LA CONCEPCION,282,CARACHE,15,TRUJILLO
903,EL ZAPATERO,282,CARACHE,15,TRUJILLO
904,LA CUCHILLA,282,CARACHE,15,TRUJILLO
905,EL ALTO,283,ECUQHE,15,TRUJILLO
906,SABANA LIBRE,283,ECUQHE,15,TRUJILLO
907,LA MATA,283,ECUQHE,15,TRUJILLO
908,LA PLACITA,284,JOSE FELIPE MARQUEZ CAÑIZALES,15,TRUJILLO
909,LOS CAPRICHOS,284,JOSE FELIPE MARQUEZ CAÑIZALES,15,TRUJILLO
910,LAS QUEBRADAS,285,JOSE VICENTE CAMPO ELIAS,15,TRUJILLO
911,ZONA RICA,286,LA CEIBA,15,TRUJILLO
912,LA CEIBA,286,LA CEIBA,15,TRUJILLO
913,TRES DE FEBRERO,286,LA CEIBA,15,TRUJILLO
914,AGUA SANTA,287,MIRANDA,15,TRUJILLO
915,AGUA CALIENTE,287,MIRANDA,15,TRUJILLO
916,EL CENIZO,287,MIRANDA,15,TRUJILLO
917,VALERITA,287,MIRANDA,15,TRUJILLO
918,BUENA VISTA,288,MONTO CARMELO,15,TRUJILLO
919,CASA DE TABLA,288,MONTO CARMELO,15,TRUJILLO
920,EL BAÑO,289,MOTATAN,15,TRUJILLO
921,JALISCO,289,MOTATAN,15,TRUJILLO
922,FLOR DE PATRIA,290,PAMPAN,15,TRUJILLO
923,MONAY,290,PAMPAN,15,TRUJILLO
924,SANTA ANA,290,PAMPAN,15,TRUJILLO
925,LA CONCEPCION,291,PAMPANITO,15,TRUJILLO
926,PAMPANITO II,291,PAMPANITO,15,TRUJILLO
929,ISNOTU,292,RAFAEL RANGEL,15,TRUJILLO
930,LA CEJITA,293,SAN RAFAEL DE CARVAJAL,15,TRUJILLO
931,CAMPO ALEGRE,293,SAN RAFAEL DE CARVAJAL,15,TRUJILLO
932,LAS MESETAS,293,SAN RAFAEL DE CARVAJAL,15,TRUJILLO
933,EL PARAISO,294,SUCRE,15,TRUJILLO
934,JUNIN,294,SUCRE,15,TRUJILLO
935,VALMORE RODRIGUEZ,294,SUCRE,15,TRUJILLO
936,SAN LAZARO,295,TRUJILLO,15,TRUJILLO
937,QUIQUINQUIRA,295,TRUJILLO,15,TRUJILLO
938,SANTA ROSA,295,TRUJILLO,15,TRUJILLO
939,LA PLAZUELA,295,TRUJILLO,15,TRUJILLO
940,MATRIZ,295,TRUJILLO,15,TRUJILLO
941,SAN JACINTO,295,TRUJILLO,15,TRUJILLO
942,TRES ESQUINAS,295,TRUJILLO,15,TRUJILLO
943,CABIMBU,296,URDANETA,15,TRUJILLO
944,JAJO,296,URDANETA,15,TRUJILLO
945,LA MESA DE ESNUJAQUE,296,URDANETA,15,TRUJILLO
946,SANTIAGO,296,URDANETA,15,TRUJILLO
947,TUÑAME,296,URDANETA,15,TRUJILLO
948,JUAN IGNACIO MONTILLA,297,VALERA,15,TRUJILLO
949,LA BEATRIZ,297,VALERA,15,TRUJILLO
950,MERCEDES DIAZ,297,VALERA,15,TRUJILLO
951,SAN LUIS,297,VALERA,15,TRUJILLO
952,LA PUERTA,297,VALERA,15,TRUJILLO
953,MENDOZA,297,VALERA,15,TRUJILLO
1299,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES BELLO,278,ANDRES BELLO,15,TRUJILLO
1300,CIUDAD SIN ASIGNAR DE MUNICIPIO BOCONO,279,BOCONO,15,TRUJILLO
1301,CIUDAD SIN ASIGNAR DE MUNICIPIO BOLIVAR,280,BOLIVAR,15,TRUJILLO
1302,CIUDAD SIN ASIGNAR DE MUNICIPIO CANDELARIA,281,CANDELARIA,15,TRUJILLO
1303,CIUDAD SIN ASIGNAR DE MUNICIPIO CARACHE,282,CARACHE,15,TRUJILLO
1304,CIUDAD SIN ASIGNAR DE MUNICIPIO ECUQHE,283,ECUQHE,15,TRUJILLO
1305,CIUDAD SIN ASIGNAR DE MUNICIPIO JOSE FELIPE MARQUE,284,JOSE FELIPE MARQUEZ CAÑIZALES,15,TRUJILLO
1306,CIUDAD SIN ASIGNAR DE MUNICIPIO JOSE VICENTE CAMPO,285,JOSE VICENTE CAMPO ELIAS,15,TRUJILLO
1307,CIUDAD SIN ASIGNAR DE MUNICIPIO LA CEIBA,286,LA CEIBA,15,TRUJILLO
1308,CIUDAD SIN ASIGNAR DE MUNICIPIO MIRANDA,287,MIRANDA,15,TRUJILLO
1309,CIUDAD SIN ASIGNAR DE MUNICIPIO MONTO CARMELO,288,MONTO CARMELO,15,TRUJILLO
1310,CIUDAD SIN ASIGNAR DE MUNICIPIO MOTATAN,289,MOTATAN,15,TRUJILLO
1311,CIUDAD SIN ASIGNAR DE MUNICIPIO PAMPAN,290,PAMPAN,15,TRUJILLO
1312,CIUDAD SIN ASIGNAR DE MUNICIPIO PAMPANITO,291,PAMPANITO,15,TRUJILLO
1313,CIUDAD SIN ASIGNAR DE MUNICIPIO RAFAEL RANGEL,292,RAFAEL RANGEL,15,TRUJILLO
1314,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN RAFAEL DE CARV,293,SAN RAFAEL DE CARVAJAL,15,TRUJILLO
1315,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,294,SUCRE,15,TRUJILLO
1316,CIUDAD SIN ASIGNAR DE MUNICIPIO TRIJILLO,295,TRUJILLO,15,TRUJILLO
1317,CIUDAD SIN ASIGNAR DE MUNICIPIO URDANETA,296,URDANETA,15,TRUJILLO
1318,CIUDAD SIN ASIGNAR DE MUNICIPIO VALERA,297,VALERA,15,TRUJILLO
1378,CIUDAD SIN ASIGNAR DE ESTADO TRUJILLO,351,MUNICIPIO SIN ASIGNAR DE TRUJILLO,15,TRUJILLO
48,LA GUAIRA,298,VARGAS,17,VARGAS
78,CATIA LA MAR,298,VARGAS,17,VARGAS
79,MACUTO,298,VARGAS,17,VARGAS
80,NAIGUATA,298,VARGAS,17,VARGAS
342,CARABALLEDA,298,VARGAS,17,VARGAS
343,CARAYACA,298,VARGAS,17,VARGAS
344,LA SABANA,298,VARGAS,17,VARGAS
345,EL JUNKO,298,VARGAS,17,VARGAS
346,MAIQUETIA,298,VARGAS,17,VARGAS
1319,CIUDAD SIN ASIGNAR DE MUNICIPIO VARGAS,298,VARGAS,17,VARGAS
1379,CIUDAD SIN ASIGNAR DE ESTADO VARGAS,353,MUNICIPIO SIN ASIGNAR DE VARGAS,17,VARGAS
49,SAN FELIPE,310,SAN FELIPE,6,YARACUY
81,YARITAGUA,309,PEÑA,6,YARACUY
82,CHIVACOA,302,BRUZUAL,6,YARACUY
306,SAN PABLO,299,ARISTIDES BASTIDAS,6,YARACUY
307,AROA,301,BOLIVAR,6,YARACUY
308,COCOROTE,303,COCOROTE,6,YARACUY
309,INDEPENDENCIA,304,INDEPENDENCIA,6,YARACUY
310,SABANA DE PARRA,305,JOSE ANTONIO PAEZ,6,YARACUY
311,BORAURE,306,LA TRINIDAD,6,YARACUY
312,YUMARE,307,MANUEL MONGE,6,YARACUY
313,NIRGUA,308,NIRGUA,6,YARACUY
314,GUAMA,311,SUCRE,6,YARACUY
315,URACHICHE,312,URACHICHE,6,YARACUY
316,FARRIAR,313,VEROES,6,YARACUY
317,MARIN,310,SAN FELIPE,6,YARACUY
954,CAMPO ELIAS,302,BRUZUAL,6,YARACUY
955,SALOM,308,NIRGUA,6,YARACUY
956,TEMERLA,308,NIRGUA,6,YARACUY
957,CAMBURAL,309,PEÑA,6,YARACUY
958,ALBARICO,310,SAN FELIPE,6,YARACUY
960,CASIMIRO VASQUEZ,313,VEROES,6,YARACUY
1320,CIUDAD SIN ASIGNAR DE MUNICIPIO ARISTIDES BASTIDAS,299,ARISTIDES BASTIDAS,6,YARACUY
1321,CIUDAD SIN ASIGNAR DE MUNICIPIO BOLIVAR,301,BOLIVAR,6,YARACUY
1322,CIUDAD SIN ASIGNAR DE MUNICIPIO BRUZUAL,302,BRUZUAL,6,YARACUY
1323,CIUDAD SIN ASIGNAR DE MUNICIPIO COCOROTE,303,COCOROTE,6,YARACUY
1324,CIUDAD SIN ASIGNAR DE MUNICIPIO INDEPENDENCIA,304,INDEPENDENCIA,6,YARACUY
1325,CIUDAD SIN ASIGNAR DE MUNICIPIO JOSE ANTONIO PAEZ,305,JOSE ANTONIO PAEZ,6,YARACUY
1326,CIUDAD SIN ASIGNAR DE MUNICIPIO LA TRINIDAD,306,LA TRINIDAD,6,YARACUY
1327,CIUDAD SIN ASIGNAR DE MUNICIPIO MANUEL MONGE,307,MANUEL MONGE,6,YARACUY
1328,CIUDAD SIN ASIGNAR DE MUNICIPIO NIRGUA,308,NIRGUA,6,YARACUY
1329,CIUDAD SIN ASIGNAR DE MUNICIPIO PEÑA,309,PEÑA,6,YARACUY
1330,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN FELIPE,310,SAN FELIPE,6,YARACUY
1331,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,311,SUCRE,6,YARACUY
1332,CIUDAD SIN ASIGNAR DE MUNICIPIO URACHICHE,312,URACHICHE,6,YARACUY
1333,CIUDAD SIN ASIGNAR DE MUNICIPIO VEROES,313,VEROES,6,YARACUY
1380,CIUDAD SIN ASIGNAR DE ESTADO YARACUY,342,MUNICIPIO SIN ASIGNAR DE YARACUY,6,YARACUY
50,CABIMAS,316,CABIMAS,2,ZULIA
51,CIUDAD OJEDA,323,LAGUNILLAS,2,ZULIA
52,LOS PUERTOS DE ALTAGRACIA,327,MIRANDA,2,ZULIA
53,MARACAIBO,326,MARACAIBO,2,ZULIA
318,EL TORO,314,ALMIRANTE PADILLA,2,ZULIA
319,SAN TIMOTEO,315,BARALT,2,ZULIA
320,ENCONTRADOS,317,CATACUMBO,2,ZULIA
321,SAN CARLOS DEL ZULIA,318,COLON,2,ZULIA
322,PUEBLO NUEVO (EL CHIVO),319,FRANCISCO JAVIER PULGAR,2,ZULIA
323,LA CONCEPCION,320,JESUS ENRIQUE LOSSADA,2,ZULIA
324,CASIGUA EL CUBO,321,JESUS MARIA SEMPRUN,2,ZULIA
325,CONCEPCION,322,LA CAÑADA DE URDANETA,2,ZULIA
326,MACHIQUES,324,MANCHIQUES DE PERIJA,2,ZULIA
327,SAN RAFAEL DEL MOJAN,325,MARA,2,ZULIA
328,SINAMAICA,328,PAEZ,2,ZULIA
329,LA VILLA DEL ROSARIO,329,ROSARIO DE PERIJA,2,ZULIA
330,SAN FRANCISCO,330,SAN FRANCISCO,2,ZULIA
331,SANTA RITA,331,SANTA RITA,2,ZULIA
332,TIA JUANA,332,SIMON BOLIVAR,2,ZULIA
333,BOBURES,333,SUCRE,2,ZULIA
334,BACHAQUERO,334,VALMORE RODRIGUEZ,2,ZULIA
961,SAN CARLOS,314,ALMIRANTE PADILLA,2,ZULIA
962,CEUTA,315,BARALT,2,ZULIA
963,MENE GRANDE,315,BARALT,2,ZULIA
964,EL VENADO,315,BARALT,2,ZULIA
965,EL TIGRE,315,BARALT,2,ZULIA
966,PUEBLO NUEVO,315,BARALT,2,ZULIA
967,PALITO BLANCO,316,CABIMAS,2,ZULIA
968,PUNTA GORDA,316,CABIMAS,2,ZULIA
969,EL GUAYABO,317,CATACUMBO,2,ZULIA
970,EL MORALITO,318,COLON,2,ZULIA
971,SANTA BARBARA,318,COLON,2,ZULIA
972,SANTA CRUZ DEL ZULIA,318,COLON,2,ZULIA
973,CONCHA,318,COLON,2,ZULIA
974,CUATRO ESQUINAS,319,FRANCISCO JAVIER PULGAR,2,ZULIA
975,LOS NARANJOS,319,FRANCISCO JAVIER PULGAR,2,ZULIA
976,LA PAZ,320,JESUS ENRIQUE LOSSADA,2,ZULIA
977,JOBO ALTO (KILOMETRO 25),320,JESUS ENRIQUE LOSSADA,2,ZULIA
978,SAN JOSE,320,JESUS ENRIQUE LOSSADA,2,ZULIA
979,CRUCE,321,JESUS MARIA SEMPRUN,2,ZULIA
980,KILOMETRO 48 (SANTO DOMINGO),322,LA CAÑADA DE URDANETA,2,ZULIA
981,LA ENSENADA,322,LA CAÑADA DE URDANETA,2,ZULIA
982,EL CARMELO,322,LA CAÑADA DE URDANETA,2,ZULIA
983,POTRERITOS,322,LA CAÑADA DE URDANETA,2,ZULIA
984,CAMPO LARA,323,LAGUNILLAS,2,ZULIA
985,PICAPICA,323,LAGUNILLAS,2,ZULIA
986,LAGUNILLAS,323,LAGUNILLAS,2,ZULIA
987,LAS PIEDRAS,324,MANCHIQUES DE PERIJA,2,ZULIA
988,RIO NEGRO,324,MANCHIQUES DE PERIJA,2,ZULIA
989,SAN JOSE,324,MANCHIQUES DE PERIJA,2,ZULIA
990,LA SIERRITA,325,MARA,2,ZULIA
991,LAS PARCELAS,325,MARA,2,ZULIA
992,CARRASQUERO,325,MARA,2,ZULIA
993,CACHIRI,325,MARA,2,ZULIA
994,SANTA CRUZ DE MARA,325,MARA,2,ZULIA
995,TAMARE,325,MARA,2,ZULIA
996,SAN ISIDRO,326,MARACAIBO,2,ZULIA
997,EL MECOCAL,327,MIRANDA,2,ZULIA
998,QUISIRO,327,MIRANDA,2,ZULIA
999,EL CONSEJO DE CIRUMA,327,MIRANDA,2,ZULIA
1000,SABANETA DE LAS PALMAS,327,MIRANDA,2,ZULIA
1001,COROJO,328,PAEZ,2,ZULIA
1002,EL MOLINETE,328,PAEZ,2,ZULIA
1003,PARAGUAIPOA,328,PAEZ,2,ZULIA
1004,BARRANQUITAS,329,ROSARIO DE PERIJA,2,ZULIA
1005,SAN IGNACIO,329,ROSARIO DE PERIJA,2,ZULIA
1006,EL BAJO,330,SAN FRANCISCO,2,ZULIA
1007,EL SILENCIO,330,SAN FRANCISCO,2,ZULIA
1008,SIERRA MAESTRA,330,SAN FRANCISCO,2,ZULIA
1009,LOS CORTIJOS,330,SAN FRANCISCO,2,ZULIA
1010,SUR AMERICA,330,SAN FRANCISCO,2,ZULIA
1011,EL MENE,331,SANTA RITA,2,ZULIA
1012,PALMAREJO,331,SANTA RITA,2,ZULIA
1013,EL GUANABANO,331,SANTA RITA,2,ZULIA
1014,SAN ISIDRO,332,SIMON BOLIVAR,2,ZULIA
1015,SABANA DE LA PLATA,332,SIMON BOLIVAR,2,ZULIA
1016,EL BATEY,333,SUCRE,2,ZULIA
1017,GIBRALTAR,333,SUCRE,2,ZULIA
1018,SAN ANTONIO,333,SUCRE,2,ZULIA
1019,SANTA MARIA,333,SUCRE,2,ZULIA
1020,CAJA SECA,333,SUCRE,2,ZULIA
1021,EL COROZO,334,VALMORE RODRIGUEZ,2,ZULIA
1334,CIUDAD SIN ASIGNAR DE MUNICIPIO ALMIRANTE PADILLA,314,ALMIRANTE PADILLA,2,ZULIA
1335,CIUDAD SIN ASIGNAR DE MUNICIPIO BARALT,315,BARALT,2,ZULIA
1336,CIUDAD SIN ASIGNAR DE MUNICIPIO CABIMAS,316,CABIMAS,2,ZULIA
1337,CIUDAD SIN ASIGNAR DE MUNICIPIO CATACUMBO,317,CATACUMBO,2,ZULIA
1338,CIUDAD SIN ASIGNAR DE MUNICIPIO COLON,318,COLON,2,ZULIA
1339,CIUDAD SIN ASIGNAR DE MUNICIPIO FRANCISCO JAVIER P,319,FRANCISCO JAVIER PULGAR,2,ZULIA
1340,CIUDAD SIN ASIGNAR DE MUNICIPIO JESUS ENRIQUE LOSS,320,JESUS ENRIQUE LOSSADA,2,ZULIA
1341,CIUDAD SIN ASIGNAR DE MUNICIPIO JESUS MARIA SEMPRU,321,JESUS MARIA SEMPRUN,2,ZULIA
1342,CIUDAD SIN ASIGNAR DE MUNICIPIO LA CAÑADA DE URDAN,322,LA CAÑADA DE URDANETA,2,ZULIA
1343,CIUDAD SIN ASIGNAR DE MUNICIPIO LAGUNILLAS,323,LAGUNILLAS,2,ZULIA
1344,CIUDAD SIN ASIGNAR DE MUNICIPIO MANCHIQUES DE PERI,324,MANCHIQUES DE PERIJA,2,ZULIA
1345,CIUDAD SIN ASIGNAR DE MUNICIPIO MARA,325,MARA,2,ZULIA
1346,CIUDAD SIN ASIGNAR DE MUNICIPIO MARACAIBO,326,MARACAIBO,2,ZULIA
1347,CIUDAD SIN ASIGNAR DE MUNICIPIO MIRANDA,327,MIRANDA,2,ZULIA
1348,CIUDAD SIN ASIGNAR DE MUNICIPIO PAEZ,328,PAEZ,2,ZULIA
1349,CIUDAD SIN ASIGNAR DE MUNICIPIO ROSARIO DE PERIJA,329,ROSARIO DE PERIJA,2,ZULIA
1350,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN FRANCISCO,330,SAN FRANCISCO,2,ZULIA
1351,CIUDAD SIN ASIGNAR DE MUNICIPIO SANTA RITA,331,SANTA RITA,2,ZULIA
1352,CIUDAD SIN ASIGNAR DE MUNICIPIO SIMON BOLIVAR,332,SIMON BOLIVAR,2,ZULIA
1353,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,333,SUCRE,2,ZULIA
1354,CIUDAD SIN ASIGNAR DE MUNICIPIO VALMORE RODRIGUEZ,334,VALMORE RODRIGUEZ,2,ZULIA
1381,CIUDAD SIN ASIGNAR DE ESTADO ZULIA,338,MUNICIPIO SIN ASIGNAR DE ZULIA,2,ZULIA
1384,LA CAÑADA DE URDANETA,322,LA CAÑADA DE URDANETA,2,ZULIA
1385,EL MOJAN,325,MARA,2,ZULIA
